date,round,home_team,home_score,away_team,away_score,home_result
5/20/18,Round ,Kansas City Royals,,New York Yankees,,0
5/20/18,Round ,St. Louis Cardinals,5,Philadelphia Phillies,1,4
5/20/18,Round ,San Francisco Giants,9,Colorado Rockies,5,4
5/21/18,Round ,Houston Astros,3,Cleveland Indians,1,2
5/21/18,Round ,Philadelphia Phillies,3,Atlanta Braves,0,3
5/21/18,Round ,Washington Nationals,10,San Diego Padres,2,8
5/21/18,Round ,New York Mets,2,Miami Marlins,0,2
5/21/18,Round ,Milwaukee Brewers,4,Arizona Diamondbacks,2,2
5/22/18,Round ,Texas Rangers,5,New York Yankees,10,-5
5/22/18,Round ,Chicago White Sox,2,Baltimore Orioles,3,-1
5/22/18,Round ,Minnesota Twins,4,Detroit Tigers,2,2
5/22/18,Round ,St. Louis Cardinals,6,Kansas City Royals,0,6
5/22/18,Round ,Los Angeles Dodgers,1,Colorado Rockies,2,-1
5/22/18,Round ,Philadelphia Phillies,1,Atlanta Braves,3,-2
5/22/18,Round ,Chicago Cubs,1,Cleveland Indians,10,-9
5/22/18,Round ,Washington Nationals,2,San Diego Padres,1,1
5/22/18,Round ,Toronto Blue Jays,5,Los Angeles Angels,3,2
5/22/18,Round ,Tampa Bay Rays,,Boston Red Sox,,0
5/22/18,Round ,New York Mets,1,Miami Marlins,5,-4
5/22/18,Round ,Cincinnati Reds,7,Pittsburgh Pirates,2,5
5/22/18,Round ,Milwaukee Brewers,1,Arizona Diamondbacks,0,1
5/23/18,Round ,Texas Rangers,6,New York Yankees,4,2
5/23/18,Round ,Chicago White Sox,3,Baltimore Orioles,2,1
5/23/18,Round ,Minnesota Twins,6,Detroit Tigers,0,6
5/23/18,Round ,Houston Astros,11,San Francisco Giants,2,9
5/23/18,Round ,St. Louis Cardinals,1,Kansas City Royals,5,-4
5/23/18,Round ,Oakland Athletics,2,Seattle Mariners,3,-1
5/23/18,Round ,Los Angeles Dodgers,5,Colorado Rockies,3,2
5/23/18,Round ,Milwaukee Brewers,9,Arizona Diamondbacks,2,7
5/23/18,Round ,Washington Nationals,1,San Diego Padres,3,-2
5/23/18,Round ,Philadelphia Phillies,4,Atlanta Braves,0,4
5/23/18,Round ,Toronto Blue Jays,,Los Angeles Angels,,0
5/23/18,Round ,Tampa Bay Rays,1,Boston Red Sox,4,-3
5/23/18,Round ,New York Mets,1,Miami Marlins,2,-1
5/23/18,Round ,Cincinnati Reds,,Pittsburgh Pirates,,0
5/24/18,Round ,Chicago Cubs,,Cleveland Indians,,0
5/24/18,Round ,Chicago White Sox,11,Baltimore Orioles,1,10
5/24/18,Round ,Oakland Athletics,4,Seattle Mariners,3,1
5/24/18,Round ,Los Angeles Dodgers,3,Colorado Rockies,0,3
5/24/18,Round ,Cincinnati Reds,5,Pittsburgh Pirates,4,1
5/24/18,Round ,Toronto Blue Jays,1,Los Angeles Angels,8,-7
5/24/18,Round ,Cleveland Indians,2,Houston Astros,8,-6
5/24/18,Round ,Tampa Bay Rays,6,Boston Red Sox,3,3
5/25/18,Round ,Texas Rangers,2,Kansas City Royals,8,-6
5/25/18,Round ,Milwaukee Brewers,,New York Mets,,0
5/25/18,Round ,Chicago Cubs,6,San Francisco Giants,2,4
5/25/18,Round ,New York Yankees,2,Los Angeles Angels,1,1
5/25/18,Round ,Pittsburgh Pirates,8,St. Louis Cardinals,1,7
5/25/18,Round ,Philadelphia Phillies,5,Toronto Blue Jays,6,-1
5/25/18,Round ,Boston Red Sox,6,Atlanta Braves,2,4
5/25/18,Round ,Tampa Bay Rays,,Baltimore Orioles,,0
5/25/18,Round ,Detroit Tigers,,Chicago White Sox,,0
5/25/18,Round ,Cleveland Indians,2,Houston Astros,11,-9
5/25/18,Round ,Miami Marlins,5,Washington Nationals,9,-4
5/26/18,Round ,Texas Rangers,8,Kansas City Royals,4,4
5/26/18,Round ,Milwaukee Brewers,4,New York Mets,3,1
5/26/18,Round ,Colorado Rockies,5,Cincinnati Reds,4,1
5/26/18,Round ,Oakland Athletics,1,Arizona Diamondbacks,7,-6
5/26/18,Round ,Seattle Mariners,2,Minnesota Twins,1,1
5/26/18,Round ,Los Angeles Dodgers,4,San Diego Padres,1,3
5/26/18,Round ,Boston Red Sox,8,Atlanta Braves,6,2
5/26/18,Round ,Pittsburgh Pirates,1,St. Louis Cardinals,4,-3
5/26/18,Round ,Philadelphia Phillies,2,Toronto Blue Jays,1,1
5/26/18,Round ,Tampa Bay Rays,5,Baltimore Orioles,1,4
5/26/18,Round ,Detroit Tigers,,Chicago White Sox,,0
5/26/18,Round ,Miami Marlins,1,Washington Nationals,4,-3
5/26/18,Round ,Cleveland Indians,8,Houston Astros,6,2
5/26/18,Round ,New York Yankees,4,Los Angeles Angels,11,-7
5/26/18,Round ,Chicago Cubs,,San Francisco Giants,,0
5/27/18,Round ,Colorado Rockies,5,Cincinnati Reds,6,-1
5/27/18,Round ,Seattle Mariners,4,Minnesota Twins,3,1
5/27/18,Round ,Los Angeles Dodgers,5,San Diego Padres,7,-2
5/27/18,Round ,Boston Red Sox,1,Atlanta Braves,7,-6
5/27/18,Round ,New York Yankees,3,Los Angeles Angels,1,2
5/27/18,Round ,Tampa Bay Rays,8,Baltimore Orioles,3,5
5/27/18,Round ,Detroit Tigers,3,Chicago White Sox,2,1
5/27/18,Round ,Cleveland Indians,10,Houston Astros,9,1
5/27/18,Round ,Miami Marlins,2,Washington Nationals,5,-3
5/27/18,Round ,Pittsburgh Pirates,4,St. Louis Cardinals,6,-2
5/27/18,Round ,Philadelphia Phillies,3,Toronto Blue Jays,5,-2
5/27/18,Round ,Milwaukee Brewers,8,New York Mets,7,1
5/27/18,Round ,Texas Rangers,3,Kansas City Royals,5,-2
5/27/18,Round ,Oakland Athletics,2,Arizona Diamondbacks,1,1
5/28/18,Round ,Chicago Cubs,,San Francisco Giants,,0
5/28/18,Round ,New York Yankees,1,Houston Astros,5,-4
5/28/18,Round ,Boston Red Sox,8,Toronto Blue Jays,3,5
5/28/18,Round ,Baltimore Orioles,,Washington Nationals,,0
5/28/18,Round ,Detroit Tigers,9,Los Angeles Angels,3,6
5/28/18,Round ,Pittsburgh Pirates,,Chicago Cubs,,0
5/28/18,Round ,Atlanta Braves,4,New York Mets,3,1
5/28/18,Round ,Milwaukee Brewers,8,St. Louis Cardinals,3,5
5/28/18,Round ,Oakland Athletics,,Tampa Bay Rays,,0
5/28/18,Round ,Cleveland Indians,9,Chicago White Sox,6,3
5/28/18,Round ,Arizona Diamondbacks,12,Cincinnati Reds,5,7
5/28/18,Round ,San Diego Padres,,Miami Marlins,,0
5/28/18,Round ,Seattle Mariners,2,Texas Rangers,1,1
5/28/18,Round ,Colorado Rockies,6,San Francisco Giants,5,1
5/28/18,Round ,Kansas City Royals,5,Minnesota Twins,8,-3
5/29/18,Round ,Los Angeles Dodgers,5,Philadelphia Phillies,4,1
5/29/18,Round ,Cleveland Indians,7,Chicago White Sox,3,4
5/29/18,Round ,Pittsburgh Pirates,6,Chicago Cubs,8,-2
5/29/18,Round ,New York Yankees,6,Houston Astros,5,1
5/29/18,Round ,Baltimore Orioles,2,Washington Nationals,3,-1
5/29/18,Round ,Detroit Tigers,2,Los Angeles Angels,9,-7
5/29/18,Round ,Boston Red Sox,8,Toronto Blue Jays,3,5
5/29/18,Round ,Atlanta Braves,7,New York Mets,6,1
5/29/18,Round ,Milwaukee Brewers,1,St. Louis Cardinals,6,-5
5/30/18,Round ,Kansas City Royals,2,Minnesota Twins,1,1
5/30/18,Round ,Colorado Rockies,11,San Francisco Giants,4,7
5/30/18,Round ,Arizona Diamondbacks,5,Cincinnati Reds,2,3
5/30/18,Round ,Oakland Athletics,3,Tampa Bay Rays,4,-1
5/30/18,Round ,San Diego Padres,,Miami Marlins,,0
5/30/18,Round ,Los Angeles Dodgers,1,Philadelphia Phillies,6,-5
5/30/18,Round ,Seattle Mariners,5,Texas Rangers,9,-4
5/30/18,Round ,Boston Red Sox,,Toronto Blue Jays,,0
5/30/18,Round ,Cleveland Indians,,Chicago White Sox,,0
5/30/18,Round ,Milwaukee Brewers,,St. Louis Cardinals,,0
5/30/18,Round ,New York Yankees,,Houston Astros,,0
5/30/18,Round ,Pittsburgh Pirates,,Chicago Cubs,,0
5/30/18,Round ,Baltimore Orioles,,Washington Nationals,,0
5/30/18,Round ,Detroit Tigers,,Los Angeles Angels,,0
5/30/18,Round ,Atlanta Braves,,New York Mets,,0
5/31/18,Round ,Kansas City Royals,,Minnesota Twins,,0
5/31/18,Round ,Colorado Rockies,,San Francisco Giants,,0
5/31/18,Round ,Oakland Athletics,,Tampa Bay Rays,,0
5/31/18,Round ,San Diego Padres,,Miami Marlins,,0
5/31/18,Round ,Los Angeles Dodgers,,Philadelphia Phillies,,0
5/31/18,Round ,Seattle Mariners,,Texas Rangers,,0
5/31/18,Round ,Detroit Tigers,,Los Angeles Angels,,0
5/31/18,Round ,Baltimore Orioles,,New York Yankees,,0
5/31/18,Round ,New York Mets,,Chicago Cubs,,0
5/31/18,Round ,St. Louis Cardinals,,Pittsburgh Pirates,,0
5/31/18,Round ,Atlanta Braves,,Washington Nationals,,0
6/1/18,Round ,Houston Astros,,Boston Red Sox,,0
6/1/18,Round ,Minnesota Twins,,Cleveland Indians,,0
6/1/18,Round ,San Diego Padres,,Miami Marlins,,0
6/1/18,Round ,Seattle Mariners,,Texas Rangers,,0
6/1/18,Round ,Baltimore Orioles,,New York Yankees,,0
6/1/18,Round ,New York Mets,,Chicago Cubs,,0
6/1/18,Round ,Detroit Tigers,,Toronto Blue Jays,,0
6/1/18,Round ,Atlanta Braves,,Washington Nationals,,0
6/2/18,Round ,Houston Astros,4,Boston Red Sox,5,-1
6/2/18,Round ,Minnesota Twins,7,Cleveland Indians,1,6
6/2/18,Round ,Chicago White Sox,,Milwaukee Brewers,,0
6/2/18,Round ,Kansas City Royals,5,Oakland Athletics,4,1
6/2/18,Round ,St. Louis Cardinals,3,Pittsburgh Pirates,2,1
6/2/18,Round ,Colorado Rockies,4,Los Angeles Dodgers,12,-8
6/2/18,Round ,Arizona Diamondbacks,,Miami Marlins,,0
6/2/18,Round ,Los Angeles Angels,,Texas Rangers,,0
6/2/18,Round ,San Diego Padres,,Cincinnati Reds,,0
6/2/18,Round ,Seattle Mariners,,Tampa Bay Rays,,0
6/2/18,Round ,San Francisco Giants,,Philadelphia Phillies,,0
6/2/18,Round ,Baltimore Orioles,5,New York Yankees,8,-3
6/2/18,Round ,Detroit Tigers,7,Toronto Blue Jays,4,3
6/2/18,Round ,Atlanta Braves,3,Washington Nationals,5,-2
6/2/18,Round ,New York Mets,,Chicago Cubs,,0
6/3/18,Round ,San Diego Padres,8,Cincinnati Reds,2,6
6/3/18,Round ,Los Angeles Angels,2,Texas Rangers,3,-1
6/3/18,Round ,San Francisco Giants,2,Philadelphia Phillies,0,2
6/3/18,Round ,Arizona Diamondbacks,6,Miami Marlins,2,4
6/3/18,Round ,Seattle Mariners,3,Tampa Bay Rays,1,2
6/3/18,Round ,Baltimore Orioles,,New York Yankees,,0
6/3/18,Round ,New York Mets,,Chicago Cubs,,0
6/3/18,Round ,Detroit Tigers,4,Toronto Blue Jays,8,-4
6/3/18,Round ,Atlanta Braves,4,Washington Nationals,2,2
6/3/18,Round ,Minnesota Twins,7,Cleveland Indians,5,2
6/3/18,Round ,Chicago White Sox,,Milwaukee Brewers,,0
6/3/18,Round ,Kansas City Royals,1,Oakland Athletics,5,-4
6/3/18,Round ,St. Louis Cardinals,5,Pittsburgh Pirates,0,5
6/3/18,Round ,Colorado Rockies,7,Los Angeles Dodgers,10,-3
6/3/18,Round ,Houston Astros,3,Boston Red Sox,9,-6
6/5/18,Round ,Los Angeles Angels,9,Kansas City Royals,6,3
6/5/18,Round ,San Diego Padres,11,Atlanta Braves,4,7
6/5/18,Round ,San Francisco Giants,10,Arizona Diamondbacks,3,7
6/5/18,Round ,Pittsburgh Pirates,,Los Angeles Dodgers,,0
6/5/18,Round ,Washington Nationals,4,Tampa Bay Rays,2,2
6/5/18,Round ,Toronto Blue Jays,2,New York Yankees,7,-5
6/5/18,Round ,New York Mets,1,Baltimore Orioles,2,-1
6/5/18,Round ,Cincinnati Reds,6,Colorado Rockies,9,-3
6/5/18,Round ,Boston Red Sox,6,Detroit Tigers,0,6
6/5/18,Round ,Cleveland Indians,3,Milwaukee Brewers,2,1
6/6/18,Round ,Texas Rangers,7,Oakland Athletics,4,3
6/6/18,Round ,Chicago Cubs,1,Philadelphia Phillies,6,-5
6/6/18,Round ,Minnesota Twins,,Chicago White Sox,,0
6/6/18,Round ,Houston Astros,1,Seattle Mariners,7,-6
6/6/18,Round ,St. Louis Cardinals,4,Miami Marlins,7,-3
6/6/18,Round ,Los Angeles Angels,1,Kansas City Royals,0,1
6/6/18,Round ,San Diego Padres,1,Atlanta Braves,14,-13
6/6/18,Round ,San Francisco Giants,2,Arizona Diamondbacks,3,-1
6/6/18,Round ,Washington Nationals,11,Tampa Bay Rays,2,9
6/6/18,Round ,New York Mets,,Baltimore Orioles,,0
6/6/18,Round ,Cleveland Indians,3,Milwaukee Brewers,1,2
6/6/18,Round ,Pittsburgh Pirates,11,Los Angeles Dodgers,9,2
6/6/18,Round ,Toronto Blue Jays,,New York Yankees,,0
6/6/18,Round ,Cincinnati Reds,3,Colorado Rockies,6,-3
6/6/18,Round ,Boston Red Sox,7,Detroit Tigers,1,6
6/7/18,Round ,Texas Rangers,8,Oakland Athletics,2,6
6/7/18,Round ,Chicago Cubs,7,Philadelphia Phillies,5,2
6/7/18,Round ,Minnesota Twins,2,Chicago White Sox,5,-3
6/7/18,Round ,Houston Astros,7,Seattle Mariners,5,2
6/7/18,Round ,St. Louis Cardinals,3,Miami Marlins,11,-8
6/7/18,Round ,Los Angeles Angels,4,Kansas City Royals,3,1
6/7/18,Round ,Cincinnati Reds,7,Colorado Rockies,5,2
6/7/18,Round ,Pittsburgh Pirates,7,Los Angeles Dodgers,8,-1
6/7/18,Round ,Toronto Blue Jays,5,Baltimore Orioles,4,1
6/7/18,Round ,Boston Red Sox,2,Detroit Tigers,7,-5
6/7/18,Round ,Tampa Bay Rays,4,Seattle Mariners,5,-1
6/8/18,Round ,Texas Rangers,2,Houston Astros,5,-3
6/8/18,Round ,Oakland Athletics,4,Kansas City Royals,1,3
6/8/18,Round ,Chicago Cubs,3,Pittsburgh Pirates,1,2
6/8/18,Round ,Philadelphia Phillies,4,Milwaukee Brewers,12,-8
6/8/18,Round ,Washington Nationals,5,San Francisco Giants,9,-4
6/8/18,Round ,Toronto Blue Jays,5,Baltimore Orioles,1,4
6/8/18,Round ,Boston Red Sox,,Chicago White Sox,,0
6/8/18,Round ,Detroit Tigers,1,Cleveland Indians,4,-3
6/8/18,Round ,New York Mets,1,New York Yankees,4,-3
6/8/18,Round ,Miami Marlins,4,San Diego Padres,0,4
6/8/18,Round ,Tampa Bay Rays,3,Seattle Mariners,4,-1
6/8/18,Round ,Cincinnati Reds,6,St. Louis Cardinals,7,-1
6/9/18,Round ,Texas Rangers,3,Houston Astros,7,-4
6/9/18,Round ,Minnesota Twins,2,Los Angeles Angels,4,-2
6/9/18,Round ,Colorado Rockies,4,Arizona Diamondbacks,9,-5
6/9/18,Round ,Oakland Athletics,7,Kansas City Royals,2,5
6/9/18,Round ,Los Angeles Dodgers,7,Atlanta Braves,3,4
6/9/18,Round ,Washington Nationals,7,San Francisco Giants,5,2
6/9/18,Round ,Philadelphia Phillies,3,Milwaukee Brewers,12,-9
6/9/18,Round ,Toronto Blue Jays,4,Baltimore Orioles,3,1
6/9/18,Round ,Chicago Cubs,2,Pittsburgh Pirates,0,2
6/9/18,Round ,Boston Red Sox,4,Chicago White Sox,2,2
6/9/18,Round ,Detroit Tigers,4,Cleveland Indians,2,2
6/9/18,Round ,Miami Marlins,4,San Diego Padres,5,-1
6/9/18,Round ,Tampa Bay Rays,7,Seattle Mariners,3,4
6/9/18,Round ,Cincinnati Reds,4,St. Louis Cardinals,6,-2
6/9/18,Round ,New York Mets,3,New York Yankees,4,-1
6/10/18,Round ,Los Angeles Dodgers,3,Atlanta Braves,5,-2
6/10/18,Round ,Boston Red Sox,2,Chicago White Sox,5,-3
6/10/18,Round ,Toronto Blue Jays,13,Baltimore Orioles,3,10
6/10/18,Round ,Detroit Tigers,2,Cleveland Indians,9,-7
6/10/18,Round ,Miami Marlins,1,San Diego Padres,3,-2
6/10/18,Round ,Tampa Bay Rays,4,Seattle Mariners,5,-1
6/10/18,Round ,Cincinnati Reds,6,St. Louis Cardinals,3,3
6/10/18,Round ,Philadelphia Phillies,4,Milwaukee Brewers,3,1
6/10/18,Round ,Minnesota Twins,7,Los Angeles Angels,5,2
6/10/18,Round ,Chicago Cubs,1,Pittsburgh Pirates,7,-6
6/10/18,Round ,Texas Rangers,7,Houston Astros,8,-1
6/10/18,Round ,Colorado Rockies,3,Arizona Diamondbacks,8,-5
6/10/18,Round ,Oakland Athletics,3,Kansas City Royals,2,1
6/10/18,Round ,Washington Nationals,,San Francisco Giants,,0
6/11/18,Round ,New York Mets,2,New York Yankees,0,2
6/11/18,Round ,Baltimore Orioles,,Boston Red Sox,,0
6/11/18,Round ,Miami Marlins,7,San Francisco Giants,5,2
6/11/18,Round ,Tampa Bay Rays,8,Toronto Blue Jays,4,4
6/12/18,Round ,Milwaukee Brewers,2,Chicago Cubs,7,-5
6/12/18,Round ,Chicago White Sox,,Cleveland Indians,,0
6/12/18,Round ,St. Louis Cardinals,5,San Diego Padres,2,3
6/12/18,Round ,Arizona Diamondbacks,9,Pittsburgh Pirates,5,4
6/12/18,Round ,Seattle Mariners,5,Los Angeles Angels,3,2
6/12/18,Round ,Baltimore Orioles,4,Boston Red Sox,6,-2
6/12/18,Round ,Philadelphia Phillies,5,Colorado Rockies,4,1
6/12/18,Round ,New York Yankees,3,Washington Nationals,0,3
6/12/18,Round ,Detroit Tigers,,Minnesota Twins,,0
6/12/18,Round ,Miami Marlins,3,San Francisco Giants,1,2
6/12/18,Round ,Tampa Bay Rays,4,Toronto Blue Jays,1,3
6/12/18,Round ,Atlanta Braves,8,New York Mets,2,6
6/13/18,Round ,Milwaukee Brewers,4,Chicago Cubs,0,4
6/13/18,Round ,Chicago White Sox,5,Cleveland Indians,1,4
6/13/18,Round ,Kansas City Royals,1,Cincinnati Reds,5,-4
6/13/18,Round ,St. Louis Cardinals,2,San Diego Padres,4,-2
6/13/18,Round ,Arizona Diamondbacks,13,Pittsburgh Pirates,8,5
6/13/18,Round ,Oakland Athletics,3,Houston Astros,6,-3
6/13/18,Round ,Seattle Mariners,6,Los Angeles Angels,3,3
6/13/18,Round ,Los Angeles Dodgers,12,Texas Rangers,5,7
6/13/18,Round ,Atlanta Braves,2,New York Mets,0,2
6/13/18,Round ,Tampa Bay Rays,,Toronto Blue Jays,,0
6/13/18,Round ,Baltimore Orioles,1,Boston Red Sox,5,-4
6/13/18,Round ,Philadelphia Phillies,2,Colorado Rockies,7,-5
6/13/18,Round ,New York Yankees,4,Washington Nationals,5,-1
6/13/18,Round ,Detroit Tigers,,Minnesota Twins,,0
6/13/18,Round ,Miami Marlins,5,San Francisco Giants,4,1
6/14/18,Round ,Chicago White Sox,2,Cleveland Indians,5,-3
6/14/18,Round ,Kansas City Royals,,Cincinnati Reds,,0
6/14/18,Round ,St. Louis Cardinals,2,San Diego Padres,4,-2
6/14/18,Round ,Oakland Athletics,5,Houston Astros,13,-8
6/14/18,Round ,Los Angeles Dodgers,3,Texas Rangers,2,1
6/14/18,Round ,Miami Marlins,3,San Francisco Giants,6,-3
6/14/18,Round ,Philadelphia Phillies,9,Colorado Rockies,3,6
6/14/18,Round ,Detroit Tigers,3,Minnesota Twins,1,2
6/14/18,Round ,New York Yankees,4,Tampa Bay Rays,3,1
6/14/18,Round ,Atlanta Braves,4,San Diego Padres,2,2
6/15/18,Round ,Arizona Diamondbacks,6,New York Mets,3,3
6/15/18,Round ,Seattle Mariners,1,Boston Red Sox,2,-1
6/15/18,Round ,Pittsburgh Pirates,3,Cincinnati Reds,2,1
6/15/18,Round ,Baltimore Orioles,,Miami Marlins,,0
6/15/18,Round ,New York Yankees,5,Tampa Bay Rays,0,5
6/15/18,Round ,Toronto Blue Jays,6,Washington Nationals,5,1
6/15/18,Round ,Cleveland Indians,3,Minnesota Twins,6,-3
6/15/18,Round ,Atlanta Braves,3,San Diego Padres,9,-6
6/16/18,Round ,Texas Rangers,5,Colorado Rockies,9,-4
6/16/18,Round ,Chicago White Sox,3,Detroit Tigers,4,-1
6/16/18,Round ,Milwaukee Brewers,13,Philadelphia Phillies,2,11
6/16/18,Round ,St. Louis Cardinals,5,Chicago Cubs,13,-8
6/16/18,Round ,Kansas City Royals,3,Houston Astros,7,-4
6/16/18,Round ,Oakland Athletics,4,Los Angeles Angels,8,-4
6/16/18,Round ,Arizona Diamondbacks,7,New York Mets,3,4
6/16/18,Round ,Seattle Mariners,7,Boston Red Sox,6,1
6/16/18,Round ,Los Angeles Dodgers,3,San Francisco Giants,2,1
6/16/18,Round ,New York Yankees,4,Tampa Bay Rays,1,3
6/16/18,Round ,Pittsburgh Pirates,6,Cincinnati Reds,2,4
6/16/18,Round ,Baltimore Orioles,4,Miami Marlins,5,-1
6/16/18,Round ,Toronto Blue Jays,2,Washington Nationals,0,2
6/16/18,Round ,Cleveland Indians,3,Minnesota Twins,9,-6
6/16/18,Round ,Atlanta Braves,1,San Diego Padres,0,1
6/17/18,Round ,Seattle Mariners,3,Boston Red Sox,9,-6
6/17/18,Round ,St. Louis Cardinals,3,Chicago Cubs,6,-3
6/17/18,Round ,Los Angeles Dodgers,3,San Francisco Giants,1,2
6/17/18,Round ,Arizona Diamondbacks,1,New York Mets,5,-4
6/17/18,Round ,Baltimore Orioles,10,Miami Marlins,4,6
6/17/18,Round ,Toronto Blue Jays,8,Washington Nationals,6,2
6/17/18,Round ,Cleveland Indians,4,Minnesota Twins,1,3
6/17/18,Round ,Pittsburgh Pirates,6,Cincinnati Reds,8,-2
6/17/18,Round ,Atlanta Braves,4,San Diego Padres,1,3
6/17/18,Round ,New York Yankees,1,Tampa Bay Rays,3,-2
6/17/18,Round ,Chicago White Sox,1,Detroit Tigers,3,-2
6/17/18,Round ,Milwaukee Brewers,9,Philadelphia Phillies,10,-1
6/17/18,Round ,Kansas City Royals,4,Houston Astros,7,-3
6/17/18,Round ,Texas Rangers,13,Colorado Rockies,12,1
6/17/18,Round ,Oakland Athletics,,Los Angeles Angels,,0
6/18/18,Round ,Pittsburgh Pirates,1,Milwaukee Brewers,0,1
6/18/18,Round ,Philadelphia Phillies,6,St. Louis Cardinals,5,1
6/18/18,Round ,Cleveland Indians,6,Chicago White Sox,2,4
6/19/18,Round ,Chicago Cubs,3,Los Angeles Dodgers,4,-1
6/19/18,Round ,Houston Astros,5,Tampa Bay Rays,4,1
6/19/18,Round ,Kansas City Royals,3,Texas Rangers,6,-3
6/19/18,Round ,Colorado Rockies,2,New York Mets,12,-10
6/19/18,Round ,Los Angeles Angels,4,Arizona Diamondbacks,7,-3
6/19/18,Round ,San Francisco Giants,4,Miami Marlins,5,-1
6/19/18,Round ,Washington Nationals,9,Baltimore Orioles,7,2
6/19/18,Round ,Pittsburgh Pirates,2,Milwaukee Brewers,3,-1
6/19/18,Round ,New York Yankees,7,Seattle Mariners,2,5
6/19/18,Round ,Philadelphia Phillies,6,St. Louis Cardinals,7,-1
6/19/18,Round ,Toronto Blue Jays,4,Atlanta Braves,11,-7
6/19/18,Round ,Cleveland Indians,6,Chicago White Sox,3,3
6/19/18,Round ,Cincinnati Reds,9,Detroit Tigers,5,4
6/20/18,Round ,Chicago Cubs,2,Los Angeles Dodgers,1,1
6/20/18,Round ,Minnesota Twins,6,Boston Red Sox,2,4
6/20/18,Round ,Houston Astros,1,Tampa Bay Rays,2,-1
6/20/18,Round ,Kansas City Royals,1,Texas Rangers,4,-3
6/20/18,Round ,Colorado Rockies,10,New York Mets,8,2
6/20/18,Round ,Los Angeles Angels,5,Arizona Diamondbacks,4,1
6/20/18,Round ,San Diego Padres,2,Oakland Athletics,4,-2
6/20/18,Round ,San Francisco Giants,6,Miami Marlins,3,3
6/20/18,Round ,Cincinnati Reds,5,Detroit Tigers,3,2
6/20/18,Round ,Toronto Blue Jays,5,Atlanta Braves,4,1
6/20/18,Round ,Philadelphia Phillies,4,St. Louis Cardinals,3,1
6/20/18,Round ,Cleveland Indians,12,Chicago White Sox,0,12
6/20/18,Round ,Washington Nationals,,Baltimore Orioles,,0
6/20/18,Round ,Pittsburgh Pirates,,Milwaukee Brewers,,0
6/20/18,Round ,New York Yankees,7,Seattle Mariners,5,2
6/21/18,Round ,Minnesota Twins,4,Boston Red Sox,1,3
6/21/18,Round ,Houston Astros,5,Tampa Bay Rays,1,4
6/21/18,Round ,Kansas City Royals,2,Texas Rangers,3,-1
6/21/18,Round ,Colorado Rockies,10,New York Mets,8,2
6/21/18,Round ,New York Yankees,4,Seattle Mariners,3,1
6/21/18,Round ,Pittsburgh Pirates,3,Arizona Diamondbacks,9,-6
6/21/18,Round ,Washington Nationals,4,Baltimore Orioles,2,2
6/21/18,Round ,Cincinnati Reds,6,Chicago Cubs,2,4
6/22/18,Round ,Chicago White Sox,2,Oakland Athletics,11,-9
6/22/18,Round ,Milwaukee Brewers,11,St. Louis Cardinals,3,8
6/22/18,Round ,Los Angeles Angels,8,Toronto Blue Jays,5,3
6/22/18,Round ,San Francisco Giants,3,San Diego Padres,0,3
6/22/18,Round ,Pittsburgh Pirates,1,Arizona Diamondbacks,2,-1
6/22/18,Round ,Washington Nationals,2,Philadelphia Phillies,12,-10
6/22/18,Round ,Cincinnati Reds,6,Chicago Cubs,3,3
6/22/18,Round ,Cleveland Indians,10,Detroit Tigers,0,10
6/22/18,Round ,New York Mets,2,Los Angeles Dodgers,5,-3
6/22/18,Round ,Tampa Bay Rays,2,New York Yankees,1,1
6/22/18,Round ,Boston Red Sox,14,Seattle Mariners,10,4
6/22/18,Round ,Atlanta Braves,7,Baltimore Orioles,10,-3
6/23/18,Round ,Houston Astros,4,Kansas City Royals,3,1
6/23/18,Round ,Chicago White Sox,6,Oakland Athletics,7,-1
6/23/18,Round ,Milwaukee Brewers,2,St. Louis Cardinals,1,1
6/23/18,Round ,Minnesota Twins,1,Texas Rangers,8,-7
6/23/18,Round ,Colorado Rockies,11,Miami Marlins,3,8
6/23/18,Round ,Los Angeles Angels,2,Toronto Blue Jays,1,1
6/23/18,Round ,San Francisco Giants,2,San Diego Padres,6,-4
6/23/18,Round ,Pittsburgh Pirates,2,Arizona Diamondbacks,7,-5
6/23/18,Round ,Washington Nationals,3,Philadelphia Phillies,5,-2
6/23/18,Round ,Atlanta Braves,5,Baltimore Orioles,7,-2
6/23/18,Round ,Cincinnati Reds,11,Chicago Cubs,2,9
6/23/18,Round ,Tampa Bay Rays,4,New York Yankees,0,4
6/23/18,Round ,Cleveland Indians,4,Detroit Tigers,1,3
6/23/18,Round ,New York Mets,3,Los Angeles Dodgers,8,-5
6/23/18,Round ,Boston Red Sox,2,Seattle Mariners,7,-5
6/24/18,Round ,Los Angeles Angels,1,Toronto Blue Jays,4,-3
6/24/18,Round ,Boston Red Sox,5,Seattle Mariners,0,5
6/24/18,Round ,Cincinnati Reds,8,Chicago Cubs,6,2
6/24/18,Round ,Cleveland Indians,12,Detroit Tigers,2,10
6/24/18,Round ,New York Mets,7,Los Angeles Dodgers,8,-1
6/24/18,Round ,Tampa Bay Rays,7,New York Yankees,6,1
6/24/18,Round ,Pittsburgh Pirates,,Arizona Diamondbacks,,0
6/24/18,Round ,Atlanta Braves,7,Baltimore Orioles,3,4
6/24/18,Round ,Washington Nationals,,Philadelphia Phillies,,0
