date,round,home_team,home_score,away_team,away_score,home_result
6/24/18,Round ,Houston Astros,11,Kansas City Royals,3,8
6/24/18,Round ,Chicago White Sox,10,Oakland Athletics,3,7
6/24/18,Round ,Milwaukee Brewers,2,St. Louis Cardinals,8,-6
6/24/18,Round ,Minnesota Twins,2,Texas Rangers,0,2
6/24/18,Round ,Colorado Rockies,5,Miami Marlins,8,-3
6/24/18,Round ,San Francisco Giants,3,San Diego Padres,2,1
6/25/18,Round ,Detroit Tigers,4,Oakland Athletics,5,-1
6/25/18,Round ,Philadelphia Phillies,2,New York Yankees,4,-2
6/25/18,Round ,Baltimore Orioles,3,Seattle Mariners,5,-2
6/25/18,Round ,Miami Marlins,9,Arizona Diamondbacks,5,4
6/25/18,Round ,New York Mets,4,Pittsburgh Pirates,6,-2
6/25/18,Round ,Tampa Bay Rays,11,Washington Nationals,0,11
6/25/18,Round ,Atlanta Braves,5,Cincinnati Reds,4,1
6/26/18,Round ,Texas Rangers,7,San Diego Padres,4,3
6/26/18,Round ,Houston Astros,3,Toronto Blue Jays,6,-3
6/26/18,Round ,St. Louis Cardinals,4,Cleveland Indians,0,4
6/26/18,Round ,Los Angeles Dodgers,2,Chicago Cubs,1,1
6/26/18,Round ,Tampa Bay Rays,1,Washington Nationals,0,1
6/26/18,Round ,Philadelphia Phillies,,New York Yankees,,0
6/26/18,Round ,Baltimore Orioles,2,Seattle Mariners,3,-1
6/26/18,Round ,Miami Marlins,3,Arizona Diamondbacks,5,-2
6/26/18,Round ,Boston Red Sox,9,Los Angeles Angels,1,8
6/26/18,Round ,Detroit Tigers,7,Oakland Athletics,9,-2
6/26/18,Round ,New York Mets,4,Pittsburgh Pirates,3,1
6/26/18,Round ,Atlanta Braves,3,Cincinnati Reds,5,-2
6/27/18,Round ,Texas Rangers,2,San Diego Padres,3,-1
6/27/18,Round ,Milwaukee Brewers,5,Kansas City Royals,1,4
6/27/18,Round ,Chicago White Sox,8,Minnesota Twins,4,4
6/27/18,Round ,Houston Astros,7,Toronto Blue Jays,0,7
6/27/18,Round ,St. Louis Cardinals,11,Cleveland Indians,2,9
6/27/18,Round ,Los Angeles Dodgers,4,Chicago Cubs,9,-5
6/27/18,Round ,San Francisco Giants,3,Colorado Rockies,2,1
6/27/18,Round ,Atlanta Braves,5,Cincinnati Reds,6,-1
6/27/18,Round ,Philadelphia Phillies,3,New York Yankees,0,3
6/27/18,Round ,Baltimore Orioles,7,Seattle Mariners,8,-1
6/27/18,Round ,Miami Marlins,1,Arizona Diamondbacks,2,-1
6/27/18,Round ,Boston Red Sox,9,Los Angeles Angels,6,3
6/27/18,Round ,Detroit Tigers,,Oakland Athletics,,0
6/27/18,Round ,New York Mets,3,Pittsburgh Pirates,5,-2
6/28/18,Round ,Texas Rangers,5,San Diego Padres,2,3
6/28/18,Round ,Chicago White Sox,6,Minnesota Twins,1,5
6/28/18,Round ,St. Louis Cardinals,1,Cleveland Indians,5,-4
6/28/18,Round ,Los Angeles Dodgers,7,Chicago Cubs,5,2
6/28/18,Round ,San Francisco Giants,1,Colorado Rockies,0,1
6/28/18,Round ,Miami Marlins,,Arizona Diamondbacks,,0
6/28/18,Round ,Detroit Tigers,2,Oakland Athletics,4,-2
6/28/18,Round ,Baltimore Orioles,2,Seattle Mariners,4,-2
6/28/18,Round ,Philadelphia Phillies,4,Washington Nationals,3,1
6/28/18,Round ,Tampa Bay Rays,,Houston Astros,,0
6/28/18,Round ,Boston Red Sox,4,Los Angeles Angels,2,2
6/28/18,Round ,Cincinnati Reds,4,Milwaukee Brewers,6,-2
6/29/18,Round ,Chicago Cubs,10,Minnesota Twins,6,4
6/29/18,Round ,Baltimore Orioles,1,Los Angeles Angels,7,-6
6/29/18,Round ,Philadelphia Phillies,7,Washington Nationals,17,-10
6/29/18,Round ,New York Yankees,8,Boston Red Sox,1,7
6/29/18,Round ,Toronto Blue Jays,3,Detroit Tigers,2,1
6/29/18,Round ,Tampa Bay Rays,3,Houston Astros,2,1
6/29/18,Round ,Cincinnati Reds,2,Milwaukee Brewers,8,-6
6/29/18,Round ,Miami Marlins,8,New York Mets,2,6
6/30/18,Round ,Texas Rangers,11,Chicago White Sox,3,8
6/30/18,Round ,St. Louis Cardinals,1,Atlanta Braves,5,-4
6/30/18,Round ,Arizona Diamondbacks,1,San Francisco Giants,2,-1
6/30/18,Round ,Oakland Athletics,3,Cleveland Indians,1,2
6/30/18,Round ,Los Angeles Dodgers,1,Colorado Rockies,3,-2
6/30/18,Round ,Seattle Mariners,4,Kansas City Royals,1,3
6/30/18,Round ,San Diego Padres,3,Pittsburgh Pirates,6,-3
6/30/18,Round ,Toronto Blue Jays,4,Detroit Tigers,3,1
6/30/18,Round ,Chicago Cubs,14,Minnesota Twins,9,5
6/30/18,Round ,Baltimore Orioles,2,Los Angeles Angels,6,-4
6/30/18,Round ,Tampa Bay Rays,5,Houston Astros,2,3
6/30/18,Round ,Cincinnati Reds,12,Milwaukee Brewers,3,9
6/30/18,Round ,Miami Marlins,5,New York Mets,2,3
6/30/18,Round ,Philadelphia Phillies,3,Washington Nationals,2,1
6/30/18,Round ,New York Yankees,,Boston Red Sox,,0
7/1/18,Round ,Texas Rangers,13,Chicago White Sox,4,9
7/1/18,Round ,Seattle Mariners,6,Kansas City Royals,4,2
7/1/18,Round ,San Diego Padres,4,Pittsburgh Pirates,3,1
7/1/18,Round ,Arizona Diamondbacks,6,San Francisco Giants,9,-3
7/1/18,Round ,Baltimore Orioles,8,Los Angeles Angels,2,6
7/1/18,Round ,Toronto Blue Jays,1,Detroit Tigers,9,-8
7/1/18,Round ,Tampa Bay Rays,3,Houston Astros,2,1
7/1/18,Round ,Cincinnati Reds,8,Milwaukee Brewers,2,6
7/1/18,Round ,Miami Marlins,2,New York Mets,5,-3
7/1/18,Round ,Philadelphia Phillies,4,Washington Nationals,3,1
7/1/18,Round ,St. Louis Cardinals,5,Atlanta Braves,6,-1
7/1/18,Round ,Chicago Cubs,11,Minnesota Twins,10,1
7/1/18,Round ,Oakland Athletics,3,Cleveland Indians,15,-12
7/1/18,Round ,Los Angeles Dodgers,6,Colorado Rockies,4,2
7/2/18,Round ,New York Yankees,11,Boston Red Sox,1,10
7/2/18,Round ,Toronto Blue Jays,2,Detroit Tigers,3,-1
7/2/18,Round ,New York Yankees,3,Atlanta Braves,5,-2
7/2/18,Round ,Washington Nationals,3,Boston Red Sox,4,-1
7/2/18,Round ,Cincinnati Reds,5,Chicago White Sox,3,2
7/2/18,Round ,Miami Marlins,3,Tampa Bay Rays,2,1
7/3/18,Round ,Milwaukee Brewers,6,Minnesota Twins,5,1
7/3/18,Round ,Kansas City Royals,3,Cleveland Indians,9,-6
7/3/18,Round ,Colorado Rockies,5,San Francisco Giants,2,3
7/3/18,Round ,Arizona Diamondbacks,3,St. Louis Cardinals,6,-3
7/3/18,Round ,Los Angeles Dodgers,17,Pittsburgh Pirates,1,16
7/3/18,Round ,Chicago Cubs,5,Detroit Tigers,3,2
7/3/18,Round ,Washington Nationals,4,Boston Red Sox,11,-7
7/3/18,Round ,New York Yankees,8,Atlanta Braves,5,3
7/3/18,Round ,Philadelphia Phillies,3,Baltimore Orioles,2,1
7/3/18,Round ,Toronto Blue Jays,8,New York Mets,6,2
7/3/18,Round ,Cincinnati Reds,8,Chicago White Sox,12,-4
7/3/18,Round ,Miami Marlins,6,Tampa Bay Rays,9,-3
7/4/18,Round ,Texas Rangers,3,Houston Astros,5,-2
7/4/18,Round ,Colorado Rockies,8,San Francisco Giants,1,7
7/4/18,Round ,Kansas City Royals,4,Cleveland Indians,6,-2
7/4/18,Round ,Oakland Athletics,6,San Diego Padres,2,4
7/4/18,Round ,Arizona Diamondbacks,4,St. Louis Cardinals,2,2
7/4/18,Round ,Seattle Mariners,4,Los Angeles Angels,1,3
7/4/18,Round ,Los Angeles Dodgers,8,Pittsburgh Pirates,3,5
7/4/18,Round ,Washington Nationals,,Boston Red Sox,,0
7/4/18,Round ,New York Yankees,6,Atlanta Braves,2,4
7/4/18,Round ,Miami Marlins,3,Tampa Bay Rays,0,3
7/4/18,Round ,Chicago Cubs,5,Detroit Tigers,2,3
7/4/18,Round ,Philadelphia Phillies,4,Baltimore Orioles,1,3
7/4/18,Round ,Milwaukee Brewers,3,Minnesota Twins,2,1
7/4/18,Round ,Toronto Blue Jays,3,New York Mets,6,-3
7/4/18,Round ,Cincinnati Reds,7,Chicago White Sox,4,3
7/5/18,Round ,Los Angeles Dodgers,6,Pittsburgh Pirates,4,2
7/5/18,Round ,Colorado Rockies,1,San Francisco Giants,0,1
7/5/18,Round ,Kansas City Royals,2,Cleveland Indians,3,-1
7/5/18,Round ,Arizona Diamondbacks,4,St. Louis Cardinals,8,-4
7/5/18,Round ,Washington Nationals,14,Miami Marlins,12,2
7/5/18,Round ,Detroit Tigers,5,Texas Rangers,7,-2
7/6/18,Round ,Milwaukee Brewers,7,Atlanta Braves,2,5
7/6/18,Round ,Minnesota Twins,5,Baltimore Orioles,2,3
7/6/18,Round ,Houston Astros,4,Chicago White Sox,3,1
7/6/18,Round ,Arizona Diamondbacks,3,San Diego Padres,6,-3
7/6/18,Round ,Seattle Mariners,4,Los Angeles Angels,1,3
7/6/18,Round ,San Francisco Giants,2,St. Louis Cardinals,11,-9
7/6/18,Round ,Chicago Cubs,2,Cincinnati Reds,3,-1
7/6/18,Round ,Washington Nationals,3,Miami Marlins,2,1
7/6/18,Round ,Pittsburgh Pirates,5,Philadelphia Phillies,17,-12
7/6/18,Round ,Toronto Blue Jays,6,New York Yankees,2,4
7/6/18,Round ,Cleveland Indians,10,Oakland Athletics,4,6
7/6/18,Round ,New York Mets,5,Tampa Bay Rays,1,4
7/6/18,Round ,Detroit Tigers,3,Texas Rangers,1,2
7/7/18,Round ,Milwaukee Brewers,5,Atlanta Braves,4,1
7/7/18,Round ,Minnesota Twins,6,Baltimore Orioles,2,4
7/7/18,Round ,Houston Astros,11,Chicago White Sox,4,7
7/7/18,Round ,Kansas City Royals,5,Boston Red Sox,10,-5
7/7/18,Round ,Arizona Diamondbacks,3,San Diego Padres,1,2
7/7/18,Round ,Los Angeles Angels,3,Los Angeles Dodgers,2,1
7/7/18,Round ,Seattle Mariners,1,Colorado Rockies,7,-6
7/7/18,Round ,San Francisco Giants,3,St. Louis Cardinals,2,1
7/7/18,Round ,Chicago Cubs,8,Cincinnati Reds,7,1
7/7/18,Round ,Pittsburgh Pirates,2,Philadelphia Phillies,3,-1
7/7/18,Round ,Toronto Blue Jays,5,New York Yankees,8,-3
7/7/18,Round ,Cleveland Indians,3,Oakland Athletics,6,-3
7/7/18,Round ,New York Mets,,Tampa Bay Rays,,0
7/7/18,Round ,Detroit Tigers,7,Texas Rangers,2,5
7/7/18,Round ,Washington Nationals,18,Miami Marlins,4,14
7/8/18,Round ,Arizona Diamondbacks,20,San Diego Padres,5,15
7/8/18,Round ,Los Angeles Angels,,Los Angeles Dodgers,,0
7/8/18,Round ,Toronto Blue Jays,1,New York Yankees,2,-1
7/8/18,Round ,Cleveland Indians,,Oakland Athletics,,0
7/8/18,Round ,New York Mets,,Tampa Bay Rays,,0
7/8/18,Round ,Detroit Tigers,,Texas Rangers,,0
7/8/18,Round ,Washington Nationals,2,Miami Marlins,10,-8
7/8/18,Round ,Pittsburgh Pirates,4,Philadelphia Phillies,1,3
7/8/18,Round ,Milwaukee Brewers,10,Atlanta Braves,3,7
7/8/18,Round ,Minnesota Twins,10,Baltimore Orioles,1,9
7/8/18,Round ,Houston Astros,2,Chicago White Sox,1,1
7/8/18,Round ,Kansas City Royals,4,Boston Red Sox,7,-3
7/8/18,Round ,Chicago Cubs,6,Cincinnati Reds,5,1
7/8/18,Round ,San Francisco Giants,13,St. Louis Cardinals,8,5
7/8/18,Round ,Seattle Mariners,6,Colorado Rockies,4,2
7/9/18,Round ,Baltimore Orioles,5,New York Yankees,4,1
7/9/18,Round ,Pittsburgh Pirates,6,Washington Nationals,3,3
7/9/18,Round ,Cleveland Indians,5,Cincinnati Reds,7,-2
7/9/18,Round ,Tampa Bay Rays,10,Detroit Tigers,9,1
7/9/18,Round ,Miami Marlins,4,Milwaukee Brewers,3,1
7/9/18,Round ,New York Mets,4,Philadelphia Phillies,3,1
7/9/18,Round ,Boston Red Sox,5,Texas Rangers,0,5
7/10/18,Round ,Minnesota Twins,3,Kansas City Royals,1,2
7/10/18,Round ,Houston Astros,,Oakland Athletics,,0
7/10/18,Round ,San Diego Padres,2,Los Angeles Dodgers,8,-6
7/10/18,Round ,San Francisco Giants,2,Chicago Cubs,1,1
7/10/18,Round ,Baltimore Orioles,6,New York Yankees,5,1
7/10/18,Round ,Pittsburgh Pirates,1,Washington Nationals,5,-4
7/10/18,Round ,Cleveland Indians,4,Cincinnati Reds,7,-3
7/10/18,Round ,Tampa Bay Rays,5,Detroit Tigers,2,3
7/10/18,Round ,Miami Marlins,4,Milwaukee Brewers,8,-4
7/10/18,Round ,New York Mets,3,Philadelphia Phillies,7,-4
7/10/18,Round ,Boston Red Sox,8,Texas Rangers,4,4
7/10/18,Round ,Atlanta Braves,2,Toronto Blue Jays,6,-4
7/11/18,Round ,Minnesota Twins,4,Kansas City Royals,9,-5
7/11/18,Round ,Houston Astros,6,Oakland Athletics,5,1
7/11/18,Round ,Chicago White Sox,2,St. Louis Cardinals,14,-12
7/11/18,Round ,Colorado Rockies,3,Arizona Diamondbacks,5,-2
7/11/18,Round ,Los Angeles Angels,9,Seattle Mariners,3,6
7/11/18,Round ,San Diego Padres,4,Los Angeles Dodgers,1,3
7/11/18,Round ,San Francisco Giants,5,Chicago Cubs,4,1
7/11/18,Round ,Tampa Bay Rays,4,Detroit Tigers,2,2
7/11/18,Round ,Pittsburgh Pirates,2,Washington Nationals,0,2
7/11/18,Round ,Baltimore Orioles,,New York Yankees,,0
7/11/18,Round ,Cleveland Indians,19,Cincinnati Reds,4,15
7/11/18,Round ,Miami Marlins,5,Milwaukee Brewers,4,1
7/11/18,Round ,New York Mets,3,Philadelphia Phillies,0,3
7/11/18,Round ,Boston Red Sox,4,Texas Rangers,2,2
7/11/18,Round ,Atlanta Braves,9,Toronto Blue Jays,5,4
7/12/18,Round ,Houston Astros,3,Oakland Athletics,8,-5
7/12/18,Round ,Chicago White Sox,4,St. Louis Cardinals,0,4
7/12/18,Round ,Colorado Rockies,19,Arizona Diamondbacks,2,17
7/12/18,Round ,Los Angeles Angels,,Seattle Mariners,,0
7/12/18,Round ,San Diego Padres,2,Los Angeles Dodgers,4,-2
7/12/18,Round ,Pittsburgh Pirates,6,Milwaukee Brewers,3,3
7/12/18,Round ,Cleveland Indians,4,New York Yankees,7,-3
7/12/18,Round ,Boston Red Sox,6,Toronto Blue Jays,4,2
7/12/18,Round ,New York Mets,4,Washington Nationals,5,-1
7/13/18,Round ,Minnesota Twins,5,Tampa Bay Rays,1,4
7/13/18,Round ,Los Angeles Angels,11,Seattle Mariners,2,9
7/13/18,Round ,San Diego Padres,2,Los Angeles Dodgers,3,-1
7/13/18,Round ,Pittsburgh Pirates,7,Milwaukee Brewers,3,4
7/13/18,Round ,Baltimore Orioles,4,Texas Rangers,5,-1
7/13/18,Round ,Cleveland Indians,6,New York Yankees,5,1
7/13/18,Round ,Miami Marlins,,Philadelphia Phillies,,0
7/13/18,Round ,Boston Red Sox,7,Toronto Blue Jays,13,-6
7/13/18,Round ,New York Mets,4,Washington Nationals,2,2
7/13/18,Round ,Atlanta Braves,1,Arizona Diamondbacks,2,-1
7/14/18,Round ,Houston Astros,3,Detroit Tigers,0,3
7/14/18,Round ,Chicago White Sox,9,Kansas City Royals,6,3
7/14/18,Round ,Minnesota Twins,11,Tampa Bay Rays,8,3
7/14/18,Round ,St. Louis Cardinals,1,Cincinnati Reds,9,-8
7/14/18,Round ,Colorado Rockies,10,Seattle Mariners,7,3
7/14/18,Round ,San Diego Padres,4,Chicago Cubs,5,-1
7/14/18,Round ,Los Angeles Dodgers,3,Los Angeles Angels,2,1
7/14/18,Round ,San Francisco Giants,7,Oakland Athletics,1,6
7/14/18,Round ,Boston Red Sox,6,Toronto Blue Jays,2,4
7/14/18,Round ,Pittsburgh Pirates,2,Milwaukee Brewers,1,1
7/14/18,Round ,Atlanta Braves,,Arizona Diamondbacks,,0
7/14/18,Round ,Miami Marlins,2,Philadelphia Phillies,0,2
7/14/18,Round ,New York Mets,7,Washington Nationals,4,3
7/14/18,Round ,Cleveland Indians,4,New York Yankees,5,-1
7/14/18,Round ,Baltimore Orioles,1,Texas Rangers,0,1
7/15/18,Round ,Colorado Rockies,4,Seattle Mariners,1,3
7/15/18,Round ,San Francisco Giants,3,Oakland Athletics,4,-1
7/15/18,Round ,San Diego Padres,6,Chicago Cubs,11,-5
7/15/18,Round ,Baltimore Orioles,6,Texas Rangers,5,1
7/15/18,Round ,Boston Red Sox,5,Toronto Blue Jays,2,3
7/15/18,Round ,Cleveland Indians,5,New York Yankees,2,3
7/15/18,Round ,Miami Marlins,10,Philadelphia Phillies,5,5
7/15/18,Round ,New York Mets,1,Washington Nationals,6,-5
7/15/18,Round ,Atlanta Braves,5,Arizona Diamondbacks,1,4
7/15/18,Round ,Pittsburgh Pirates,7,Milwaukee Brewers,6,1
7/15/18,Round ,Houston Astros,3,Detroit Tigers,6,-3
7/15/18,Round ,Chicago White Sox,10,Kansas City Royals,1,9
7/15/18,Round ,Minnesota Twins,11,Tampa Bay Rays,7,4
7/15/18,Round ,St. Louis Cardinals,6,Cincinnati Reds,4,2
7/15/18,Round ,Los Angeles Dodgers,5,Los Angeles Angels,3,2
7/19/18,Round ,Chicago Cubs,9,St. Louis Cardinals,6,3
7/20/18,Round ,Chicago Cubs,5,St. Louis Cardinals,18,-13
7/20/18,Round ,Washington Nationals,5,Atlanta Braves,8,-3
7/20/18,Round ,New York Yankees,5,New York Mets,7,-2
7/20/18,Round ,Philadelphia Phillies,11,San Diego Padres,5,6
7/20/18,Round ,Toronto Blue Jays,8,Baltimore Orioles,7,1
7/20/18,Round ,Detroit Tigers,,Boston Red Sox,,0
7/20/18,Round ,Tampa Bay Rays,5,Miami Marlins,6,-1
7/20/18,Round ,Cincinnati Reds,1,Pittsburgh Pirates,12,-11
7/21/18,Round ,Texas Rangers,8,Cleveland Indians,9,-1
7/21/18,Round ,Milwaukee Brewers,4,Los Angeles Dodgers,6,-2
7/21/18,Round ,Kansas City Royals,6,Minnesota Twins,5,1
7/21/18,Round ,Oakland Athletics,1,San Francisco Giants,5,-4
7/21/18,Round ,Arizona Diamondbacks,10,Colorado Rockies,11,-1
7/21/18,Round ,Los Angeles Angels,1,Houston Astros,3,-2
7/21/18,Round ,Seattle Mariners,3,Chicago White Sox,1,2
7/21/18,Round ,New York Yankees,7,New York Mets,6,1
7/21/18,Round ,Toronto Blue Jays,4,Baltimore Orioles,1,3
7/21/18,Round ,Detroit Tigers,5,Boston Red Sox,0,5
7/21/18,Round ,Tampa Bay Rays,2,Miami Marlins,3,-1
7/21/18,Round ,Washington Nationals,,Atlanta Braves,,0
7/21/18,Round ,Philadelphia Phillies,,San Diego Padres,,0
7/21/18,Round ,Cincinnati Reds,2,Pittsburgh Pirates,6,-4
7/21/18,Round ,Chicago Cubs,7,St. Louis Cardinals,2,5
7/22/18,Round ,Texas Rangers,3,Cleveland Indians,16,-13
7/22/18,Round ,Arizona Diamondbacks,5,Colorado Rockies,6,-1
7/22/18,Round ,Oakland Athletics,4,San Francisco Giants,3,1
7/22/18,Round ,Seattle Mariners,8,Chicago White Sox,2,6
7/22/18,Round ,Toronto Blue Jays,5,Baltimore Orioles,4,1
7/22/18,Round ,Detroit Tigers,1,Boston Red Sox,9,-8
7/22/18,Round ,Tampa Bay Rays,6,Miami Marlins,4,2
7/22/18,Round ,Cincinnati Reds,2,Pittsburgh Pirates,9,-7
7/22/18,Round ,Washington Nationals,6,Atlanta Braves,2,4
7/22/18,Round ,Philadelphia Phillies,2,San Diego Padres,10,-8
7/22/18,Round ,Milwaukee Brewers,2,Los Angeles Dodgers,11,-9
7/22/18,Round ,Kansas City Royals,5,Minnesota Twins,3,2
7/22/18,Round ,Chicago Cubs,7,St. Louis Cardinals,2,5
7/22/18,Round ,Los Angeles Angels,14,Houston Astros,5,9
7/23/18,Round ,New York Yankees,,New York Mets,,0
7/23/18,Round ,Baltimore Orioles,3,Boston Red Sox,5,-2
7/23/18,Round ,Philadelphia Phillies,6,Los Angeles Dodgers,7,-1
7/23/18,Round ,Toronto Blue Jays,3,Minnesota Twins,8,-5
7/23/18,Round ,Miami Marlins,1,Atlanta Braves,12,-11
7/23/18,Round ,Tampa Bay Rays,7,New York Yankees,6,1
7/23/18,Round ,Cleveland Indians,,Pittsburgh Pirates,,0
7/23/18,Round ,New York Mets,2,San Diego Padres,3,-1
7/23/18,Round ,Cincinnati Reds,2,St. Louis Cardinals,1,1
7/24/18,Round ,Chicago Cubs,1,Arizona Diamondbacks,7,-6
7/24/18,Round ,Texas Rangers,3,Oakland Athletics,15,-12
7/24/18,Round ,Milwaukee Brewers,6,Washington Nationals,1,5
7/24/18,Round ,Kansas City Royals,4,Detroit Tigers,5,-1
7/24/18,Round ,Los Angeles Angels,3,Chicago White Sox,5,-2
7/24/18,Round ,Miami Marlins,9,Atlanta Braves,3,6
7/24/18,Round ,Baltimore Orioles,7,Boston Red Sox,6,1
7/24/18,Round ,Philadelphia Phillies,7,Los Angeles Dodgers,4,3
7/24/18,Round ,Toronto Blue Jays,,Minnesota Twins,,0
7/24/18,Round ,Tampa Bay Rays,,New York Yankees,,0
7/24/18,Round ,Cleveland Indians,4,Pittsburgh Pirates,9,-5
7/24/18,Round ,New York Mets,6,San Diego Padres,3,3
7/24/18,Round ,Cincinnati Reds,2,St. Louis Cardinals,4,-2
7/25/18,Round ,Chicago Cubs,1,Arizona Diamondbacks,5,-4
7/25/18,Round ,Texas Rangers,10,Oakland Athletics,13,-3
7/25/18,Round ,Milwaukee Brewers,5,Washington Nationals,4,1
7/25/18,Round ,Kansas City Royals,5,Detroit Tigers,4,1
7/25/18,Round ,Colorado Rockies,2,Houston Astros,8,-6
7/25/18,Round ,Los Angeles Angels,2,Chicago White Sox,4,-2
7/25/18,Round ,Seattle Mariners,3,San Francisco Giants,4,-1
7/25/18,Round ,Tampa Bay Rays,3,New York Yankees,2,1
7/25/18,Round ,New York Mets,6,San Diego Padres,4,2
7/25/18,Round ,Philadelphia Phillies,7,Los Angeles Dodgers,3,4
7/25/18,Round ,Cincinnati Reds,7,St. Louis Cardinals,3,4
7/25/18,Round ,Cleveland Indians,4,Pittsburgh Pirates,0,4
7/25/18,Round ,Toronto Blue Jays,6,Minnesota Twins,12,-6
7/25/18,Round ,Baltimore Orioles,,Boston Red Sox,,0
7/26/18,Round ,Texas Rangers,5,Oakland Athletics,6,-1
7/26/18,Round ,Colorado Rockies,3,Houston Astros,2,1
7/26/18,Round ,Los Angeles Angels,11,Chicago White Sox,3,8
7/26/18,Round ,Chicago Cubs,7,Arizona Diamondbacks,6,1
7/26/18,Round ,New York Yankees,7,Kansas City Royals,2,5
7/26/18,Round ,Pittsburgh Pirates,6,New York Mets,12,-6
7/26/18,Round ,Baltimore Orioles,3,Tampa Bay Rays,4,-1
7/26/18,Round ,Boston Red Sox,1,Minnesota Twins,2,-1
7/26/18,Round ,Cincinnati Reds,4,Philadelphia Phillies,9,-5
7/26/18,Round ,Miami Marlins,3,Washington Nationals,10,-7
7/26/18,Round ,Atlanta Braves,2,Los Angeles Dodgers,8,-6
7/27/18,Round ,Texas Rangers,6,Oakland Athletics,7,-1
7/27/18,Round ,San Francisco Giants,5,Milwaukee Brewers,7,-2
7/27/18,Round ,New York Yankees,,Kansas City Royals,,0
7/27/18,Round ,Pittsburgh Pirates,5,New York Mets,4,1
7/27/18,Round ,Baltimore Orioles,15,Tampa Bay Rays,5,10
7/27/18,Round ,Detroit Tigers,3,Cleveland Indians,8,-5
7/27/18,Round ,Boston Red Sox,4,Minnesota Twins,3,1
7/27/18,Round ,Cincinnati Reds,6,Philadelphia Phillies,4,2
7/27/18,Round ,Miami Marlins,1,Washington Nationals,9,-8
7/27/18,Round ,Atlanta Braves,1,Los Angeles Dodgers,4,-3
7/28/18,Round ,Houston Astros,2,Texas Rangers,11,-9
7/28/18,Round ,Chicago White Sox,5,Toronto Blue Jays,10,-5
7/28/18,Round ,St. Louis Cardinals,5,Chicago Cubs,2,3
7/28/18,Round ,Colorado Rockies,3,Oakland Athletics,1,2
7/28/18,Round ,Los Angeles Angels,4,Seattle Mariners,3,1
7/28/18,Round ,San Diego Padres,2,Arizona Diamondbacks,6,-4
7/28/18,Round ,San Francisco Giants,1,Milwaukee Brewers,3,-2
7/28/18,Round ,New York Yankees,5,Kansas City Royals,10,-5
7/28/18,Round ,Detroit Tigers,2,Cleveland Indians,1,1
7/28/18,Round ,Cincinnati Reds,6,Philadelphia Phillies,2,4
7/28/18,Round ,Pittsburgh Pirates,5,New York Mets,0,5
7/28/18,Round ,Baltimore Orioles,11,Tampa Bay Rays,2,9
7/28/18,Round ,Atlanta Braves,1,Los Angeles Dodgers,5,-4
7/28/18,Round ,Boston Red Sox,10,Minnesota Twins,4,6
7/28/18,Round ,Miami Marlins,2,Washington Nationals,1,1
7/29/18,Round ,Colorado Rockies,4,Oakland Athletics,1,3
7/29/18,Round ,San Diego Padres,4,Arizona Diamondbacks,9,-5
7/29/18,Round ,San Francisco Giants,1,Milwaukee Brewers,7,-6
7/29/18,Round ,Los Angeles Angels,11,Seattle Mariners,5,6
7/29/18,Round ,New York Yankees,6,Kansas City Royals,3,3
7/29/18,Round ,Boston Red Sox,3,Minnesota Twins,0,3
7/29/18,Round ,Baltimore Orioles,11,Tampa Bay Rays,5,6
7/29/18,Round ,Detroit Tigers,1,Cleveland Indians,8,-7
7/29/18,Round ,Cincinnati Reds,4,Philadelphia Phillies,0,4
7/29/18,Round ,Miami Marlins,5,Washington Nationals,0,5
7/29/18,Round ,Atlanta Braves,4,Los Angeles Dodgers,1,3
7/29/18,Round ,Pittsburgh Pirates,,New York Mets,,0
7/29/18,Round ,Houston Astros,3,Texas Rangers,4,-1
7/29/18,Round ,Chicago White Sox,4,Toronto Blue Jays,7,-3
7/30/18,Round ,St. Louis Cardinals,2,Chicago Cubs,5,-3
7/30/18,Round ,Boston Red Sox,2,Philadelphia Phillies,1,1
7/30/18,Round ,Atlanta Braves,5,Miami Marlins,3,2
7/31/18,Round ,Minnesota Twins,5,Cleveland Indians,4,1
7/31/18,Round ,St. Louis Cardinals,5,Colorado Rockies,4,1
7/31/18,Round ,Arizona Diamondbacks,5,Texas Rangers,9,-4
7/31/18,Round ,Oakland Athletics,10,Toronto Blue Jays,1,9
7/31/18,Round ,Seattle Mariners,2,Houston Astros,0,2
7/31/18,Round ,Los Angeles Dodgers,2,Milwaukee Brewers,5,-3
7/31/18,Round ,San Diego Padres,3,San Francisco Giants,5,-2
7/31/18,Round ,New York Yankees,6,Baltimore Orioles,3,3
7/31/18,Round ,Pittsburgh Pirates,5,Chicago Cubs,4,1
7/31/18,Round ,Washington Nationals,25,New York Mets,4,21
7/31/18,Round ,Detroit Tigers,2,Cincinnati Reds,1,1
7/31/18,Round ,Tampa Bay Rays,10,Los Angeles Angels,6,4
7/31/18,Round ,Boston Red Sox,1,Philadelphia Phillies,3,-2
7/31/18,Round ,Atlanta Braves,11,Miami Marlins,6,5
8/1/18,Round ,Minnesota Twins,2,Cleveland Indians,6,-4
8/1/18,Round ,Chicago White Sox,2,Kansas City Royals,4,-2
8/1/18,Round ,St. Louis Cardinals,3,Colorado Rockies,6,-3
8/1/18,Round ,Arizona Diamondbacks,6,Texas Rangers,0,6
8/1/18,Round ,Oakland Athletics,6,Toronto Blue Jays,2,4
