date,round,home_team,home_score,away_team,away_score,home_result
12/16/18,Round 0,Phoenix Suns,107,Minnesota Timberwolves,99,8
12/16/18,Round 4,Cleveland Cavaliers,105,Philadelphia 76ers,128,-23
12/17/18,Round 0,Dallas Mavericks,113,Sacramento Kings,120,-7
12/17/18,Round 0,New Orleans Pelicans,96,Miami Heat,102,-6
12/17/18,Round 0,Denver Nuggets,95,Toronto Raptors,86,9
12/17/18,Round 0,Detroit Pistons,104,Milwaukee Bucks,107,-3
12/17/18,Round 0,New York Knicks,110,Phoenix Suns,128,-18
12/17/18,Round 0,Houston Rockets,102,Utah Jazz,97,5
12/17/18,Round 0,Minnesota Timberwolves,132,Sacramento Kings,105,27
12/17/18,Round 0,Oklahoma City Thunder,121,Chicago Bulls,96,25
12/17/18,Round 0,San Antonio Spurs,123,Philadelphia 76ers,96,27
12/17/18,Round 0,Golden State Warriors,110,Memphis Grizzlies,93,17
12/17/18,Round 0,Los Angeles Clippers,127,Portland Trail Blazers,131,-4
12/19/18,Round 0,Indiana Pacers,91,Cleveland Cavaliers,92,-1
12/19/18,Round 0,Atlanta Hawks,118,Washington Wizards,110,8
12/19/18,Round 0,Brooklyn Nets,115,Los Angeles Lakers,110,5
12/19/18,Round 0,Denver Nuggets,126,Dallas Mavericks,118,8
12/20/18,Round 0,Charlotte Hornets,110,Cleveland Cavaliers,99,11
12/20/18,Round 0,Orlando Magic,90,San Antonio Spurs,129,-39
12/20/18,Round 0,Philadelphia 76ers,131,New York Knicks,109,22
12/20/18,Round 0,Boston Celtics,103,Phoenix Suns,111,-8
12/20/18,Round 0,Toronto Raptors,99,Indiana Pacers,96,3
12/20/18,Round 0,Chicago Bulls,93,Brooklyn Nets,96,-3
12/20/18,Round 0,Houston Rockets,136,Washington Wizards,118,18
12/20/18,Round 0,Milwaukee Bucks,123,New Orleans Pelicans,115,8
12/20/18,Round 0,Minnesota Timberwolves,123,Detroit Pistons,129,-6
12/20/18,Round 0,Utah Jazz,108,Golden State Warriors,103,5
12/20/18,Round 0,Portland Trail Blazers,99,Memphis Grizzlies,92,7
12/20/18,Round 0,Sacramento Kings,113,Oklahoma City Thunder,132,-19
12/21/18,Round 0,Miami Heat,101,Houston Rockets,99,2
12/21/18,Round 0,Los Angeles Clippers,125,Dallas Mavericks,121,4
12/22/18,Round ,Los Angeles Clippers,132,Denver Nuggets,111,21
12/22/18,Round 0,Charlotte Hornets,98,Detroit Pistons,86,12
12/22/18,Round 0,Toronto Raptors,126,Cleveland Cavaliers,110,16
12/22/18,Round 0,Brooklyn Nets,106,Indiana Pacers,114,-8
12/22/18,Round 0,New York Knicks,107,Atlanta Hawks,114,-7
12/22/18,Round 0,Boston Celtics,107,Milwaukee Bucks,120,-13
12/22/18,Round 0,Chicago Bulls,90,Orlando Magic,80,10
12/22/18,Round 0,San Antonio Spurs,124,Minnesota Timberwolves,98,26
12/22/18,Round 0,Portland Trail Blazers,90,Utah Jazz,120,-30
12/22/18,Round 0,Sacramento Kings,102,Memphis Grizzlies,99,3
12/22/18,Round 0,Los Angeles Lakers,112,New Orleans Pelicans,104,8
12/23/18,Round ,Detroit Pistons,95,Atlanta Hawks,98,-3
12/23/18,Round ,Indiana Pacers,105,Washington Wizards,89,16
12/23/18,Round ,Boston Celtics,119,Charlotte Hornets,103,16
12/23/18,Round ,Brooklyn Nets,111,Phoenix Suns,103,8
12/23/18,Round ,Cleveland Cavaliers,92,Chicago Bulls,112,-20
12/23/18,Round ,Orlando Magic,91,Miami Heat,115,-24
12/23/18,Round ,Sacramento Kings,122,New Orleans Pelicans,117,5
12/23/18,Round 0,Washington Wizards,149,Phoenix Suns,146,3
12/23/18,Round 0,Philadelphia 76ers,126,Toronto Raptors,101,25
12/23/18,Round 0,Houston Rockets,108,San Antonio Spurs,101,7
12/23/18,Round 0,Miami Heat,94,Milwaukee Bucks,87,7
12/23/18,Round 0,Golden State Warriors,120,Dallas Mavericks,116,4
12/23/18,Round 0,Utah Jazz,106,Oklahoma City Thunder,107,-1
12/24/18,Round 0,Oklahoma City Thunder,112,Minnesota Timberwolves,114,-2
12/24/18,Round 0,Golden State Warriors,129,Los Angeles Clippers,127,2
12/24/18,Round 0,Portland Trail Blazers,121,Dallas Mavericks,118,3
12/24/18,Round 0,Los Angeles Lakers,99,Memphis Grizzlies,107,-8
12/25/18,Round ,New York Knicks,95,Milwaukee Bucks,109,-14
12/25/18,Round ,Houston Rockets,113,Oklahoma City Thunder,109,4
12/25/18,Round ,Boston Celtics,121,Philadelphia 76ers,114,7
12/25/18,Round 0,Golden State Warriors,101,Los Angeles Lakers,127,-26
12/26/18,Round 0,Utah Jazz,117,Portland Trail Blazers,96,21
12/27/18,Round 0,Memphis Grizzlies,95,Cleveland Cavaliers,87,8
12/27/18,Round 0,Dallas Mavericks,122,New Orleans Pelicans,119,3
12/27/18,Round 0,San Antonio Spurs,111,Denver Nuggets,103,8
12/27/18,Round 0,Los Angeles Clippers,127,Sacramento Kings,118,9
12/27/18,Round 0,Houston Rockets,127,Boston Celtics,113,14
12/27/18,Round 0,Milwaukee Bucks,112,New York Knicks,96,16
12/27/18,Round 0,Sacramento Kings,117,Los Angeles Lakers,116,1
12/27/18,Round 0,Golden State Warriors,109,Portland Trail Blazers,110,-1
12/27/18,Round 0,Utah Jazz,97,Philadelphia 76ers,114,-17
12/27/18,Round 5,Chicago Bulls,94,Minnesota Timberwolves,119,-25
12/27/18,Round 6,Detroit Pistons,106,Washington Wizards,95,11
12/27/18,Round 7,Orlando Magic,120,Phoenix Suns,122,-2
12/27/18,Round 8,Atlanta Hawks,121,Indiana Pacers,129,-8
12/27/18,Round 9,Brooklyn Nets,134,Charlotte Hornets,132,2
12/27/18,Round 10,Miami Heat,104,Toronto Raptors,106,-2
12/29/18,Round ,Milwaukee Bucks,129,Brooklyn Nets,115,14
12/29/18,Round 0,Charlotte Hornets,100,Brooklyn Nets,87,13
12/29/18,Round 0,Indiana Pacers,125,Detroit Pistons,88,37
12/29/18,Round 0,Orlando Magic,116,Toronto Raptors,87,29
12/29/18,Round 0,Washington Wizards,92,Chicago Bulls,101,-9
12/29/18,Round 0,Miami Heat,118,Cleveland Cavaliers,94,24
12/29/18,Round 0,Minnesota Timberwolves,120,Atlanta Hawks,123,-3
12/29/18,Round 0,New Orleans Pelicans,114,Dallas Mavericks,112,2
12/29/18,Round 0,Denver Nuggets,102,San Antonio Spurs,99,3
12/29/18,Round 0,Phoenix Suns,102,Oklahoma City Thunder,118,-16
12/29/18,Round 0,Los Angeles Lakers,107,Los Angeles Clippers,118,-11
12/30/18,Round ,Orlando Magic,109,Detroit Pistons,107,2
12/30/18,Round 0,New Orleans Pelicans,104,Houston Rockets,108,-4
12/30/18,Round 0,Washington Wizards,130,Charlotte Hornets,126,4
12/30/18,Round 0,Atlanta Hawks,111,Cleveland Cavaliers,108,3
12/30/18,Round 0,Memphis Grizzlies,103,Boston Celtics,112,-9
12/30/18,Round 0,Utah Jazz,129,New York Knicks,97,32
12/30/18,Round 0,Phoenix Suns,118,Denver Nuggets,122,-4
12/30/18,Round 0,Portland Trail Blazers,105,Golden State Warriors,115,-10
12/30/18,Round 0,Los Angeles Clippers,111,San Antonio Spurs,122,-11
12/30/18,Round 0,Miami Heat,104,Minnesota Timberwolves,113,-9
12/30/18,Round 0,Toronto Raptors,95,Chicago Bulls,89,6
12/31/18,Round ,Indiana Pacers,116,Atlanta Hawks,108,8
12/31/18,Round ,Charlotte Hornets,125,Orlando Magic,100,25
12/31/18,Round 0,Dallas Mavericks,102,Oklahoma City Thunder,122,-20
12/31/18,Round 0,Portland Trail Blazers,129,Philadelphia 76ers,95,34
12/31/18,Round 0,Los Angeles Lakers,121,Sacramento Kings,114,7
12/31/18,Round 0,San Antonio Spurs,120,Boston Celtics,111,9
1/1/19,Round 0,Houston Rockets,113,Memphis Grizzlies,101,12
1/1/19,Round 0,New Orleans Pelicans,123,Minnesota Timberwolves,114,9
1/1/19,Round 0,Oklahoma City Thunder,122,Dallas Mavericks,102,20
1/1/19,Round 0,Phoenix Suns,109,Golden State Warriors,132,-23
1/1/19,Round 0,Toronto Raptors,122,Utah Jazz,116,6
1/1/19,Round 0,Milwaukee Bucks,121,Detroit Pistons,98,23
1/1/19,Round 0,Denver Nuggets,115,New York Knicks,108,7
1/1/19,Round 0,Sacramento Kings,108,Portland Trail Blazers,113,-5
1/1/19,Round 0,Los Angeles Clippers,113,Philadelphia 76ers,119,-6
1/3/19,Round 0,Charlotte Hornets,84,Dallas Mavericks,122,-38
1/3/19,Round 0,Cleveland Cavaliers,92,Miami Heat,117,-25
1/3/19,Round 0,Washington Wizards,114,Atlanta Hawks,98,16
1/3/19,Round 0,Brooklyn Nets,126,New Orleans Pelicans,121,5
1/3/19,Round 0,Boston Celtics,115,Minnesota Timberwolves,102,13
1/3/19,Round 0,Chicago Bulls,84,Orlando Magic,112,-28
1/3/19,Round 0,Memphis Grizzlies,94,Detroit Pistons,101,-7
1/3/19,Round 0,Phoenix Suns,127,Philadelphia 76ers,132,-5
1/3/19,Round 0,Los Angeles Lakers,100,Oklahoma City Thunder,107,-7
1/3/19,Round 0,San Antonio Spurs,125,Toronto Raptors,107,18
1/3/19,Round 0,Sacramento Kings,113,Denver Nuggets,117,-4
1/3/19,Round 0,Golden State Warriors,134,Houston Rockets,135,-1
1/5/19,Round 0,Boston Celtics,114,Dallas Mavericks,93,21
1/5/19,Round 0,Cleveland Cavaliers,91,Utah Jazz,117,-26
1/5/19,Round 0,Chicago Bulls,116,Indiana Pacers,119,-3
1/5/19,Round 0,Memphis Grizzlies,100,Brooklyn Nets,109,-9
1/5/19,Round 0,Miami Heat,115,Washington Wizards,109,6
1/5/19,Round 0,Minnesota Timberwolves,120,Orlando Magic,103,17
1/5/19,Round 0,Milwaukee Bucks,144,Atlanta Hawks,112,32
1/5/19,Round 0,Phoenix Suns,111,Los Angeles Clippers,121,-10
1/5/19,Round 0,Los Angeles Lakers,112,New York Knicks,119,-7
1/5/19,Round 0,Portland Trail Blazers,109,Oklahoma City Thunder,111,-2
1/5/19,Round 10,Denver Nuggets,123,Charlotte Hornets,110,13
1/6/19,Round ,Chicago Bulls,100,Brooklyn Nets,117,-17
1/6/19,Round ,Los Angeles Clippers,106,Orlando Magic,96,10
1/6/19,Round ,Minnesota Timberwolves,108,Los Angeles Lakers,86,22
1/6/19,Round ,Atlanta Hawks,106,Miami Heat,82,24
1/6/19,Round 0,Detroit Pistons,105,Utah Jazz,110,-5
1/6/19,Round 0,Philadelphia 76ers,106,Dallas Mavericks,100,6
1/6/19,Round 0,Cleveland Cavaliers,98,New Orleans Pelicans,133,-35
1/6/19,Round 0,Milwaukee Bucks,116,Toronto Raptors,123,-7
1/6/19,Round 0,San Antonio Spurs,108,Memphis Grizzlies,88,20
1/6/19,Round 0,Portland Trail Blazers,110,Houston Rockets,101,9
1/6/19,Round 0,Sacramento Kings,123,Golden State Warriors,127,-4
1/7/19,Round 0,Oklahoma City Thunder,98,Washington Wizards,116,-18
1/7/19,Round 0,Toronto Raptors,121,Indiana Pacers,105,16
1/7/19,Round 0,Phoenix Suns,113,Charlotte Hornets,119,-6
1/7/19,Round 0,Detroit Pistons,107,San Antonio Spurs,119,-12
1/7/19,Round 0,Boston Celtics,116,Brooklyn Nets,95,21
1/7/19,Round 0,Houston Rockets,125,Denver Nuggets,113,12
1/7/19,Round 0,Milwaukee Bucks,114,Utah Jazz,102,12
1/7/19,Round 0,New Orleans Pelicans,114,Memphis Grizzlies,95,19
1/7/19,Round 0,Dallas Mavericks,97,Los Angeles Lakers,107,-10
1/7/19,Round 0,Portland Trail Blazers,111,New York Knicks,101,10
1/7/19,Round 49,Sacramento Kings,111,Orlando Magic,95,16
1/9/19,Round 0,Cleveland Cavaliers,115,Indiana Pacers,123,-8
1/9/19,Round 0,Philadelphia 76ers,132,Washington Wizards,115,17
1/9/19,Round 0,Miami Heat,99,Denver Nuggets,103,-4
1/9/19,Round 0,Toronto Raptors,104,Atlanta Hawks,101,3
1/9/19,Round 0,Oklahoma City Thunder,117,Minnesota Timberwolves,119,-2
1/9/19,Round 0,Phoenix Suns,115,Sacramento Kings,111,4
1/9/19,Round 0,Golden State Warriors,122,New York Knicks,95,27
1/9/19,Round 0,Los Angeles Clippers,128,Charlotte Hornets,109,19
1/9/19,Round 0,Boston Celtics,135,Indiana Pacers,108,27
1/9/19,Round 0,Washington Wizards,123,Philadelphia 76ers,106,17
1/9/19,Round 0,Brooklyn Nets,116,Atlanta Hawks,100,16
1/9/19,Round 0,Houston Rockets,109,Milwaukee Bucks,116,-7
1/9/19,Round 0,Memphis Grizzlies,96,San Antonio Spurs,86,10
1/9/19,Round 0,New Orleans Pelicans,140,Cleveland Cavaliers,124,16
1/9/19,Round 0,Dallas Mavericks,104,Phoenix Suns,94,10
1/9/19,Round 0,Utah Jazz,106,Orlando Magic,93,13
1/9/19,Round 0,Portland Trail Blazers,124,Chicago Bulls,112,12
1/9/19,Round 0,Los Angeles Lakers,113,Detroit Pistons,100,13
1/10/19,Round 0,Miami Heat,115,Boston Celtics,99,16
1/10/19,Round 0,Denver Nuggets,121,Los Angeles Clippers,100,21
1/10/19,Round 0,San Antonio Spurs,154,Oklahoma City Thunder,147,7
1/10/19,Round 0,Sacramento Kings,112,Detroit Pistons,102,10
1/12/19,Round ,Miami Heat,112,Memphis Grizzlies,108,4
1/12/19,Round 13,Philadelphia 76ers,121,Atlanta Hawks,123,-2
1/12/19,Round 13,Washington Wizards,113,Milwaukee Bucks,106,7
1/12/19,Round 13,New York Knicks,106,Indiana Pacers,121,-15
1/12/19,Round 13,Toronto Raptors,122,Brooklyn Nets,105,17
1/12/19,Round 13,Houston Rockets,141,Cleveland Cavaliers,113,28
1/12/19,Round 13,Minnesota Timberwolves,115,Dallas Mavericks,119,-4
1/12/19,Round 13,Portland Trail Blazers,127,Charlotte Hornets,96,31
1/12/19,Round 13,Utah Jazz,113,Los Angeles Lakers,95,18
1/12/19,Round 13,Golden State Warriors,146,Chicago Bulls,109,37
1/12/19,Round 13,Los Angeles Clippers,104,Detroit Pistons,109,-5
1/13/19,Round ,New York Knicks,105,Philadelphia 76ers,108,-3
1/13/19,Round ,Washington Wizards,138,Toronto Raptors,140,-2
1/13/19,Round ,Atlanta Hawks,114,Milwaukee Bucks,133,-19
1/13/19,Round ,Orlando Magic,116,Houston Rockets,109,7
1/13/19,Round 0,Orlando Magic,105,Boston Celtics,103,2
1/13/19,Round 0,Minnesota Timberwolves,110,New Orleans Pelicans,106,4
1/13/19,Round 0,Oklahoma City Thunder,122,San Antonio Spurs,112,10
1/13/19,Round 0,Phoenix Suns,102,Denver Nuggets,93,9
1/13/19,Round 0,Sacramento Kings,104,Charlotte Hornets,97,7
1/13/19,Round 0,Utah Jazz,110,Chicago Bulls,102,8
1/14/19,Round 0,Dallas Mavericks,114,Golden State Warriors,119,-5
1/14/19,Round 0,Denver Nuggets,116,Portland Trail Blazers,113,3
1/14/19,Round 0,Los Angeles Lakers,95,Cleveland Cavaliers,101,-6
1/15/19,Round 0,Brooklyn Nets,109,Boston Celtics,102,7
1/15/19,Round 0,Houston Rockets,112,Memphis Grizzlies,94,18
1/15/19,Round 0,San Antonio Spurs,93,Charlotte Hornets,108,-15
1/15/19,Round 0,Utah Jazz,100,Detroit Pistons,94,6
1/15/19,Round 0,Sacramento Kings,115,Portland Trail Blazers,107,8
1/15/19,Round 0,Los Angeles Clippers,117,New Orleans Pelicans,121,-4
1/15/19,Round 0,Indiana Pacers,131,Phoenix Suns,97,34
1/15/19,Round 0,Philadelphia 76ers,149,Minnesota Timberwolves,107,42
1/15/19,Round 0,Atlanta Hawks,142,Oklahoma City Thunder,126,16
1/15/19,Round 0,Milwaukee Bucks,124,Miami Heat,86,38
1/15/19,Round 0,Denver Nuggets,111,Golden State Warriors,142,-31
1/15/19,Round 0,Los Angeles Lakers,107,Chicago Bulls,100,7
1/17/19,Round 0,Detroit Pistons,120,Orlando Magic,115,5
1/17/19,Round 0,Boston Celtics,117,Toronto Raptors,108,9
1/17/19,Round 0,Houston Rockets,142,Brooklyn Nets,145,-3
1/17/19,Round 0,Memphis Grizzlies,101,Milwaukee Bucks,111,-10
1/17/19,Round 0,Dallas Mavericks,101,San Antonio Spurs,105,-4
1/17/19,Round 0,Portland Trail Blazers,129,Cleveland Cavaliers,112,17
1/17/19,Round 0,Golden State Warriors,147,New Orleans Pelicans,140,7
1/17/19,Round 0,Los Angeles Clippers,109,Utah Jazz,129,-20
1/17/19,Round 0,Washington Wizards,101,New York Knicks,100,1
1/18/19,Round 0,Charlotte Hornets,114,Sacramento Kings,95,19
1/18/19,Round 0,Indiana Pacers,96,Philadelphia 76ers,120,-24
1/18/19,Round 0,Toronto Raptors,111,Phoenix Suns,109,2
1/18/19,Round 0,Denver Nuggets,135,Chicago Bulls,105,30
1/18/19,Round 0,Oklahoma City Thunder,128,Los Angeles Lakers,138,-10
1/19/19,Round ,Charlotte Hornets,135,Phoenix Suns,115,20
1/19/19,Round 0,Boston Celtics,122,Memphis Grizzlies,116,6
1/19/19,Round 0,Detroit Pistons,98,Miami Heat,93,5
1/19/19,Round 0,Orlando Magic,115,Brooklyn Nets,117,-2
1/19/19,Round 0,Minnesota Timberwolves,113,San Antonio Spurs,116,-3
1/19/19,Round 0,Utah Jazz,115,Cleveland Cavaliers,99,16
1/19/19,Round 0,Los Angeles Clippers,94,Golden State Warriors,112,-18
1/19/19,Round 0,Philadelphia 76ers,115,Oklahoma City Thunder,117,-2
1/19/19,Round 14,Portland Trail Blazers,128,New Orleans Pelicans,112,16
1/20/19,Round 0,Detroit Pistons,101,Sacramento Kings,103,-2
1/20/19,Round 0,Indiana Pacers,111,Dallas Mavericks,99,12
1/20/19,Round 0,Orlando Magic,108,Milwaukee Bucks,118,-10
1/20/19,Round 0,Atlanta Hawks,105,Boston Celtics,113,-8
1/20/19,Round 0,Toronto Raptors,119,Memphis Grizzlies,90,29
1/20/19,Round 0,Chicago Bulls,103,Miami Heat,117,-14
1/20/19,Round 0,Houston Rockets,138,Los Angeles Lakers,104,34
1/20/19,Round 0,Denver Nuggets,124,Cleveland Cavaliers,102,22
1/20/19,Round 0,Indiana Pacers,120,Charlotte Hornets,95,25
1/21/19,Round ,Atlanta Hawks,103,Orlando Magic,122,-19
1/21/19,Round 0,Minnesota Timberwolves,116,Phoenix Suns,114,2
1/21/19,Round 0,San Antonio Spurs,95,Los Angeles Clippers,103,-8
1/21/19,Round 0,New York Knicks,109,Oklahoma City Thunder,127,-18
1/21/19,Round 0,Cleveland Cavaliers,88,Chicago Bulls,104,-16
1/21/19,Round 0,Milwaukee Bucks,116,Dallas Mavericks,106,10
1/21/19,Round 0,Washington Wizards,101,Detroit Pistons,87,14
1/21/19,Round 0,Brooklyn Nets,123,Sacramento Kings,94,29
1/21/19,Round 0,Memphis Grizzlies,85,New Orleans Pelicans,105,-20
1/21/19,Round 0,Boston Celtics,107,Miami Heat,99,8
1/22/19,Round 0,Philadelphia 76ers,121,Houston Rockets,93,28
1/22/19,Round 0,Utah Jazz,104,Portland Trail Blazers,109,-5
1/22/19,Round 0,Los Angeles Lakers,111,Golden State Warriors,130,-19
1/23/19,Round 0,Toronto Raptors,120,Sacramento Kings,105,15
1/23/19,Round 0,Oklahoma City Thunder,123,Portland Trail Blazers,114,9
1/23/19,Round 0,Dallas Mavericks,106,Los Angeles Clippers,98,8
1/23/19,Round 0,Phoenix Suns,91,Minnesota Timberwolves,118,-27
1/23/19,Round 0,Indiana Pacers,110,Toronto Raptors,106,4
1/23/19,Round 0,Boston Celtics,123,Cleveland Cavaliers,103,20
1/23/19,Round 0,Brooklyn Nets,114,Orlando Magic,110,4
1/23/19,Round 0,Miami Heat,99,Los Angeles Clippers,111,-12
1/23/19,Round 0,New York Knicks,110,Houston Rockets,114,-4
1/23/19,Round 0,Chicago Bulls,101,Atlanta Hawks,121,-20
1/23/19,Round 0,Memphis Grizzlies,107,Charlotte Hornets,118,-11
1/23/19,Round 0,New Orleans Pelicans,94,Detroit Pistons,98,-4
1/23/19,Round 0,Philadelphia 76ers,122,San Antonio Spurs,120,2
1/23/19,Round 0,Utah Jazz,114,Denver Nuggets,108,6
1/25/19,Round 0,Oklahoma City Thunder,122,New Orleans Pelicans,116,6
1/25/19,Round 0,Washington Wizards,118,Golden State Warriors,126,-8
1/25/19,Round 0,Phoenix Suns,106,Portland Trail Blazers,120,-14
1/25/19,Round 0,Los Angeles Lakers,105,Minnesota Timberwolves,120,-15
1/26/19,Round ,New Orleans Pelicans,114,San Antonio Spurs,126,-12
1/26/19,Round 0,Orlando Magic,91,Washington Wizards,95,-4
1/26/19,Round 0,Brooklyn Nets,109,New York Knicks,99,10
1/26/19,Round 0,Cleveland Cavaliers,94,Miami Heat,100,-6
1/26/19,Round 0,Chicago Bulls,101,Los Angeles Clippers,106,-5
1/26/19,Round 0,Houston Rockets,121,Toronto Raptors,119,2
1/26/19,Round 0,Memphis Grizzlies,96,Sacramento Kings,99,-3
1/26/19,Round 0,Dallas Mavericks,106,Detroit Pistons,101,5
1/26/19,Round 0,Milwaukee Bucks,108,Charlotte Hornets,99,9
1/26/19,Round 0,Denver Nuggets,132,Phoenix Suns,95,37
1/26/19,Round 0,Utah Jazz,106,Minnesota Timberwolves,102,4
1/27/19,Round ,Chicago Bulls,101,Cleveland Cavaliers,104,-3
1/27/19,Round ,Los Angeles Clippers,122,Sacramento Kings,108,14
1/27/19,Round ,Oklahoma City Thunder,118,Milwaukee Bucks,112,6
1/27/19,Round 0,Memphis Grizzlies,106,Indiana Pacers,103,3
1/27/19,Round 0,Boston Celtics,111,Golden State Warriors,115,-4
1/27/19,Round 0,Denver Nuggets,126,Philadelphia 76ers,110,16
1/27/19,Round 0,Portland Trail Blazers,120,Atlanta Hawks,111,9
1/27/19,Round 0,Dallas Mavericks,120,Toronto Raptors,123,-3
1/27/19,Round 0,Houston Rockets,103,Orlando Magic,98,5
1/27/19,Round 0,Minnesota Timberwolves,111,Utah Jazz,125,-14
1/27/19,Round 0,San Antonio Spurs,132,Washington Wizards,119,13
1/27/19,Round 0,New York Knicks,97,Miami Heat,106,-9
1/27/19,Round 0,Los Angeles Lakers,116,Phoenix Suns,102,14
1/29/19,Round 0,Charlotte Hornets,101,New York Knicks,92,9
1/29/19,Round 0,Indiana Pacers,100,Golden State Warriors,132,-32
1/29/19,Round 0,Memphis Grizzlies,92,Denver Nuggets,95,-3
1/29/19,Round 0,Los Angeles Clippers,118,Atlanta Hawks,123,-5
1/30/19,Round 0,Boston Celtics,112,Brooklyn Nets,104,8
1/30/19,Round 0,Cleveland Cavaliers,116,Washington Wizards,113,3
1/30/19,Round 0,Detroit Pistons,105,Milwaukee Bucks,115,-10
1/30/19,Round 0,Orlando Magic,117,Oklahoma City Thunder,126,-9
1/30/19,Round 0,Brooklyn Nets,122,Chicago Bulls,117,5
1/30/19,Round 0,Houston Rockets,116,New Orleans Pelicans,121,-5
1/30/19,Round 0,San Antonio Spurs,126,Phoenix Suns,124,2
1/30/19,Round 0,Los Angeles Lakers,105,Philadelphia 76ers,121,-16
1/31/19,Round 0,Boston Celtics,126,Charlotte Hornets,94,32
1/31/19,Round 0,Miami Heat,89,Chicago Bulls,105,-16
1/31/19,Round 0,New York Knicks,90,Dallas Mavericks,114,-24
1/31/19,Round 0,Minnesota Timberwolves,99,Memphis Grizzlies,97,2
1/31/19,Round 0,New Orleans Pelicans,99,Denver Nuggets,105,-6
1/31/19,Round 0,Washington Wizards,107,Indiana Pacers,89,18
1/31/19,Round 0,Sacramento Kings,135,Atlanta Hawks,113,22
1/31/19,Round 0,Portland Trail Blazers,132,Utah Jazz,105,27
1/31/19,Round 0,Golden State Warriors,104,Philadelphia 76ers,113,-9
1/31/19,Round 0,Los Angeles Clippers,120,Los Angeles Lakers,123,-3
2/1/19,Round 0,Detroit Pistons,93,Dallas Mavericks,89,4
2/1/19,Round 0,Orlando Magic,107,Indiana Pacers,100,7
2/1/19,Round 0,Toronto Raptors,92,Milwaukee Bucks,105,-13
2/1/19,Round 0,San Antonio Spurs,117,Brooklyn Nets,114,3
2/2/19,Round ,Detroit Pistons,101,Los Angeles Clippers,111,-10
2/2/19,Round 0,Charlotte Hornets,100,Memphis Grizzlies,92,8
2/2/19,Round 0,New York Knicks,99,Boston Celtics,113,-14
2/2/19,Round 0,Miami Heat,102,Oklahoma City Thunder,118,-16
2/2/19,Round 0,Utah Jazz,128,Atlanta Hawks,112,16
2/2/19,Round 0,Denver Nuggets,136,Houston Rockets,122,14
2/2/19,Round 0,Charlotte Hornets,125,Chicago Bulls,118,7
2/3/19,Round ,New York Knicks,84,Memphis Grizzlies,96,-12
2/3/19,Round 0,Orlando Magic,102,Brooklyn Nets,89,13
2/3/19,Round 0,Washington Wizards,115,Milwaukee Bucks,131,-16
2/3/19,Round 0,Cleveland Cavaliers,98,Dallas Mavericks,111,-13
2/3/19,Round 0,Miami Heat,88,Indiana Pacers,95,-7
2/3/19,Round 0,Golden State Warriors,115,Los Angeles Lakers,101,14
2/3/19,Round 0,San Antonio Spurs,113,New Orleans Pelicans,108,5
2/3/19,Round 0,Minnesota Timberwolves,106,Denver Nuggets,107,-1
2/3/19,Round 0,Phoenix Suns,112,Atlanta Hawks,118,-6
2/3/19,Round 0,Utah Jazz,98,Houston Rockets,125,-27
2/3/19,Round 0,Sacramento Kings,115,Philadelphia 76ers,108,7
2/3/19,Round 0,Boston Celtics,134,Oklahoma City Thunder,129,5
2/3/19,Round 0,Toronto Raptors,121,Los Angeles Clippers,103,18
2/5/19,Round ,Sacramento Kings,127,San Antonio Spurs,112,15
2/5/19,Round 0,Detroit Pistons,129,Denver Nuggets,103,26
2/5/19,Round 0,Washington Wizards,129,Atlanta Hawks,137,-8
2/5/19,Round 0,Brooklyn Nets,94,Milwaukee Bucks,113,-19
2/5/19,Round 0,New Orleans Pelicans,107,Indiana Pacers,109,-2
2/5/19,Round 0,Phoenix Suns,110,Houston Rockets,118,-8
2/6/19,Round 0,Charlotte Hornets,115,Los Angeles Clippers,117,-2
2/6/19,Round 0,Cleveland Cavaliers,96,Boston Celtics,103,-7
2/6/19,Round 0,Indiana Pacers,136,Los Angeles Lakers,94,42
2/6/19,Round 0,New York Knicks,92,Detroit Pistons,105,-13
2/6/19,Round 0,Memphis Grizzlies,108,Minnesota Timberwolves,106,2
2/6/19,Round 0,Oklahoma City Thunder,132,Orlando Magic,122,10
2/6/19,Round 0,Philadelphia 76ers,107,Toronto Raptors,119,-12
2/6/19,Round 0,Portland Trail Blazers,108,Miami Heat,118,-10
2/7/19,Round 0,Brooklyn Nets,135,Denver Nuggets,130,5
2/7/19,Round 0,Chicago Bulls,120,New Orleans Pelicans,125,-5
2/7/19,Round 0,Milwaukee Bucks,148,Washington Wizards,129,19
2/7/19,Round 0,Dallas Mavericks,99,Charlotte Hornets,93,6
2/7/19,Round 0,Utah Jazz,116,Phoenix Suns,88,28
2/7/19,Round 0,Sacramento Kings,101,Houston Rockets,127,-26
2/7/19,Round 0,Golden State Warriors,141,San Antonio Spurs,102,39
2/8/19,Round ,Boston Celtics,128,Los Angeles Lakers,129,-1
2/8/19,Round 0,Indiana Pacers,116,Los Angeles Clippers,92,24
2/8/19,Round 0,Orlando Magic,122,Minnesota Timberwolves,112,10
2/8/19,Round 0,Atlanta Hawks,101,Toronto Raptors,119,-18
2/8/19,Round 0,Oklahoma City Thunder,117,Memphis Grizzlies,95,22
2/8/19,Round 0,Portland Trail Blazers,127,San Antonio Spurs,118,9
2/9/19,Round ,Detroit Pistons,120,New York Knicks,103,17
2/9/19,Round ,Philadelphia 76ers,117,Denver Nuggets,110,7
